cusip,issuer,class,status,cusip6,cusip8,cusip9
253393 95 2  ,DICKS SPORTING GOODS INC,PUT,,253393,25339395,253393952
253651 10 3 *,DIEBOLD NXDF INC,COM,,253651,25365110,253651103
253651 90 3  ,DIEBOLD NXDF INC,CALL,,253651,25365190,253651903
253651 95 3  ,DIEBOLD NXDF INC,PUT,,253651,25365195,253651953
253748 30 5,DIFFUSION PHARMACEUTICALS IN,COM PAR,,253748,25374830,253748305
253798 10 2 *,DIGI INTL INC,COM,,253798,25379810,253798102
253798 90 2  ,DIGI INTL INC,CALL,,253798,25379890,253798902
253798 95 2  ,DIGI INTL INC,PUT,,253798,25379895,253798952
25381B 10 1 *,DIGIMARC CORP NEW,COM,,25381B,25381B10,25381B101
25381B 90 1  ,DIGIMARC CORP NEW,CALL,,25381B,25381B90,25381B901
25381B 95 1  ,DIGIMARC CORP NEW,PUT,,25381B,25381B95,25381B951
25382P 20 8 *,DIGITAL ALLY INC,COM NEW,,25382P,25382P20,25382P208
25382P 90 8  ,DIGITAL ALLY INC,CALL,,25382P,25382P90,25382P908
25382P 95 8  ,DIGITAL ALLY INC,PUT,,25382P,25382P95,25382P958
253827 70 3 *,DIGIRAD CORP,COM NEW,,253827,25382770,253827703
253827 90 3  ,DIGIRAD CORP,CALL,,253827,25382790,253827903
253827 95 3  ,DIGIRAD CORP,PUT,,253827,25382795,253827953
253868 10 3 *,DIGITAL RLTY TR INC,COM,,253868,25386810,253868103
253868 90 3  ,DIGITAL RLTY TR INC,CALL,,253868,25386890,253868903
253868 95 3  ,DIGITAL RLTY TR INC,PUT,,253868,25386895,253868953
253922 10 8 *,DIME CMNTY BANCSHARES INC,COM,,253922,25392210,253922108
253922 90 8  ,DIME CMNTY BANCSHARES INC,CALL,,253922,25392290,253922908
253922 95 8  ,DIME CMNTY BANCSHARES INC,PUT,,253922,25392295,253922958
25400W 10 2 *,DIGITAL TURBINE INC,COM NEW,,25400W,25400W10,25400W102
25400W 90 2  ,DIGITAL TURBINE INC,CALL,,25400W,25400W90,25400W902
25400W 95 2  ,DIGITAL TURBINE INC,PUT,,25400W,25400W95,25400W952
25401G 10 6,DIGITAL MEDIA SOLUTIONS INC,ACLCOM,ADDED,25401G,25401G10,25401G106
25401G 11 4,DIGITAL MEDIA SOLUTIONS INC,07/15/202EXP*W,ADDED,25401G,25401G11,25401G114
254067 10 1 *,DILLARDS INC,CL A,,254067,25406710,254067101
254067 90 1  ,DILLARDS INC,CALL,,254067,25406790,254067901
254067 95 1  ,DILLARDS INC,PUT,,254067,25406795,254067951
254423 10 6 *,DINE BRANDS GLOBAL INC,COM,,254423,25442310,254423106
254423 90 6  ,DINE BRANDS GLOBAL INC,CALL,,254423,25442390,254423906
254423 95 6  ,DINE BRANDS GLOBAL INC,PUT,,254423,25442395,254423956
254543 10 1 *,DIODES INC,COM,,254543,25454310,254543101
254543 90 1  ,DIODES INC,CALL,,254543,25454390,254543901
254543 95 1  ,DIODES INC,PUT,,254543,25454395,254543951
25459W 10 2 *,DIREXION SHS ETF TR,DLY TECH BULL 3X,,25459W,25459W10,25459W102
25459W 90 2  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W902
25459W 95 2  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W952
25459W 45 8 *,DIREXION SHS ETF TR,DLY SCOND 3XBU,,25459W,25459W45,25459W458
25459W 90 8  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W908
25459W 95 8  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W958
25459W 54 0 *,DIREXION SHS ETF TR,20YR TRES BULL,,25459W,25459W54,25459W540
25459W 90 0  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W900
25459W 95 0  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W950
25459W 55 7 *,DIREXION SHS ETF TR,7 10YR TRES BEAR,,25459W,25459W55,25459W557
25459W 90 7  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W907
25459W 95 7  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W957
25459W 56 5 *,DIREXION SHS ETF TR,7 10YR TRES BULL,,25459W,25459W56,25459W565
25459W 90 5  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W905
25459W 95 5  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W955
25459W 73 0 *,DIREXION SHS ETF TR,DLY MIDCAP ETF3X,,25459W,25459W73,25459W730
25459W 90 0  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W900
25459W 95 0  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W950
25459W 75 5 *,DIREXION SHS ETF TR,DLY R/E BULL3X,,25459W,25459W75,25459W755
25459W 90 5  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W905
25459W 95 5  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W955
25459W 77 1 *,DIREXION SHS ETF TR,DL FTSE BLL 3X,,25459W,25459W77,25459W771
25459W 90 1  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W901
25459W 95 1  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W951
25459W 78 9 *,DIREXION SHS ETF TR,DLY DEV MKT BULL,,25459W,25459W78,25459W789
25459W 90 9  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W909
25459W 95 9  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W959
25459W 84 7 *,DIREXION SHS ETF TR,DLY SMCAP BULL3X,,25459W,25459W84,25459W847
25459W 90 7  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W907
25459W 95 7  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W957
25459W 86 2 *,DIREXION SHS ETF TR,DRX S&P500BULL,,25459W,25459W86,25459W862
25459W 90 2  ,DIREXION SHS ETF TR,CALL,,25459W,25459W90,25459W902
25459W 95 2  ,DIREXION SHS ETF TR,PUT,,25459W,25459W95,25459W952
25459Y 11 6 *,DIREXION SHS ETF TR,CSI300 CHINA1X,,25459Y,25459Y11,25459Y116
25459Y 90 6  ,DIREXION SHS ETF TR,CALL,,25459Y,25459Y90,25459Y906
25459Y 95 6  ,DIREXION SHS ETF TR,PUT,,25459Y,25459Y95,25459Y956
25459Y 16 5,DIREXION SHS ETF TR,DLY S&P500 2XS,,25459Y,25459Y16,25459Y165
25459Y 18 1,DIREXION SHS ETF TR,2XBULLCPSML,DELETED,25459Y,25459Y18,25459Y181
25459Y 20 7 *,DIREXION SHS ETF TR,NAS100 EQL WGT,,25459Y,25459Y20,25459Y207
25459Y 90 7  ,DIREXION SHS ETF TR,CALL,,25459Y,25459Y90,25459Y907
25459Y 95 7  ,DIREXION SHS ETF TR,PUT,,25459Y,25459Y95,25459Y957
25459Y 28 0 *,DIREXION SHS ETF TR,DLY FTS BUL 3X,,25459Y,25459Y28,25459Y280
25459Y 90 0  ,DIREXION SHS ETF TR,CALL,,25459Y,25459Y90,25459Y900
25459Y 95 0  ,DIREXION SHS ETF TR,PUT,,25459Y,25459Y95,25459Y950
25459Y 40 5,DIREXION SHS ETF TR,BEARTRES20YR,DELETED,25459Y,25459Y40,25459Y405
25459Y 41 3 *,DIREXION SHS ETF TR,DLY JPN BULL 3X,,25459Y,25459Y41,25459Y413
25459Y 90 3  ,DIREXION SHS ETF TR,CALL,,25459Y,25459Y90,25459Y903
25459Y 95 3  ,DIREXION SHS ETF TR,PUT,,25459Y,25459Y95,25459Y953
25459Y 52 0,DIREXION SHS ETF TR,DRX DLYSOKOR3X,,25459Y,25459Y52,25459Y520
25459Y 69 4 *,DIREXION SHS ETF TR,DLY FIN BULL NEW,,25459Y,25459Y69,25459Y694
25459Y 90 4  ,DIREXION SHS ETF TR,CALL,,25459Y,25459Y90,25459Y904
25459Y 95 4  ,DIREXION SHS ETF TR,PUT,,25459Y,25459Y95,25459Y954
25459Y 70 2,DIREXION SHS ETF TR,DLY CNSMR STPL,,25459Y,25459Y70,25459Y702
25459Y 76 9,DIREXION SHS ETF TR,ALL CP INSIDER,,25459Y,25459Y76,25459Y769
25459Y 78 5,DIREXION SHS ETF TR,DLY CNMSR BULL,,25459Y,25459Y78,25459Y785
25459Y 80 1,DIREXION SHS ETF TR,DLY CNMSR BULL,,25459Y,25459Y80,25459Y801
25459Y 87 6 *,DIREXION SHS ETF TR,HEALTHCARE BUL,,25459Y,25459Y87,25459Y876
25459Y 90 6  ,DIREXION SHS ETF TR,CALL,,25459Y,25459Y90,25459Y906
25459Y 95 6  ,DIREXION SHS ETF TR,PUT,,25459Y,25459Y95,25459Y956
25459Y 88 4,DIREXION SHS ETF TR,DISCNSMRDLY,DELETED,25459Y,25459Y88,25459Y884
25460E 12 5 *,DIREXION SHS ETF TR,DAILY SM CP BEAR,,25460E,25460E12,25460E125
25460E 90 5  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E905
25460E 95 5  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E955
25460E 13 3 *,DIREXION SHS ETF TR,DAILY FINL BEAR,,25460E,25460E13,25460E133
25460E 90 3  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E903
25460E 95 3  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E953
25460E 14 1 *,DIREXION SHS ETF TR,DAILY MSCI REAL,,25460E,25460E14,25460E141
25460E 90 1  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E901
25460E 95 1  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E951
25460E 17 4 *,DIREXION SHS ETF TR,GASOILS&PDLY,DELETED,25460E,25460E17,25460E174
25460E 90 4  ,DIREXION SHS ETF TR,CALL,DELETED,25460E,25460E90,25460E904
25460E 95 4  ,DIREXION SHS ETF TR,PUT,DELETED,25460E,25460E95,25460E954
25460E 18 2 *,DIREXION SHS ETF TR,BRSEMICNDTRDLY,DELETED,25460E,25460E18,25460E182
25460E 90 2  ,DIREXION SHS ETF TR,CALL,DELETED,25460E,25460E90,25460E902
25460E 95 2  ,DIREXION SHS ETF TR,PUT,DELETED,25460E,25460E95,25460E952
25460E 27 3 *,DIREXION SHS ETF TR,LTN AM BL 3X NEW,,25460E,25460E27,25460E273
25460E 90 3  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E903
25460E 95 3  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E953
25460E 28 1 *,DIREXION SHS ETF TR,DLY MSCI MX 3X,,25460E,25460E28,25460E281
25460E 90 1  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E901
25460E 95 1  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E951
25460E 30 7,DIREXION SHS ETF TR,AUSPCE CMD STG,,25460E,25460E30,25460E307
25460E 33 1,DIREXION SHS ETF TR,DAILY S&P BEAR,,25460E,25460E33,25460E331
25460E 35 6,DIREXION SHS ETF TR,BEARDJDAILY,DELETED,25460E,25460E35,25460E356
25460E 36 4,DIREXION SHS ETF TR,DAILY DJ BULL,,25460E,25460E36,25460E364
25460E 37 2,DIREXION SHS ETF TR,OVERDEVMSCI,DELETED,25460E,25460E37,25460E372
25460E 38 0,DIREXION SHS ETF TR,OVEREMRGMSCI,DELETED,25460E,25460E38,25460E380
25460E 39 8,DIREXION SHS ETF TR,OVERDEFMSCI,DELETED,25460E,25460E39,25460E398
25460E 41 4,DIREXION SHS ETF TR,OVRCYCLIMSCI,DELETED,25460E,25460E41,25460E414
25460E 42 2,DIREXION SHS ETF TR,OVERSMLRUSLL,DELETED,25460E,25460E42,25460E422
25460E 43 0,DIREXION SHS ETF TR,OVERLRGRUSLL,DELETED,25460E,25460E43,25460E430
25460E 44 8,DIREXION SHS ETF TR,RUSELL1000 GWT,,25460E,25460E44,25460E448
25460E 45 5,DIREXION SHS ETF TR,RUSELL1000 VAL,,25460E,25460E45,25460E455
25460E 46 3,DIREXION SHS ETF TR,OVERINTLFTSE,DELETED,25460E,25460E46,25460E463
25460E 47 1,DIREXION SHS ETF TR,OVERUSFTSE,DELETED,25460E,25460E47,25460E471
25460E 48 9,DIREXION SHS ETF TR,3XBEARDAILY,DELETED,25460E,25460E48,25460E489
25460E 49 7,DIREXION SHS ETF TR,DAILY BULL 3X,,25460E,25460E49,25460E497
25460E 50 5 *,DIREXION SHS ETF TR,DAILY CS 2X SH,,25460E,25460E50,25460E505
25460E 90 5  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E905
25460E 95 5  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E955
25460E 52 1 *,DIREXION SHS ETF TR,DAILY FTSE CHINA,,25460E,25460E52,25460E521
25460E 90 1  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E901
25460E 95 1  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E951
25460E 53 9 *,DIREXION SHS ETF TR,BIOTECS&PDAILY,DELETED,25460E,25460E53,25460E539
25460E 90 9  ,DIREXION SHS ETF TR,CALL,DELETED,25460E,25460E90,25460E909
25460E 95 9  ,DIREXION SHS ETF TR,PUT,DELETED,25460E,25460E95,25460E959
25460E 54 7 *,DIREXION SHS ETF TR,DAILY MSCI EMERG,,25460E,25460E54,25460E547
25460E 90 7  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E907
25460E 95 7  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E957
25460E 55 4 *,DIREXION SHS ETF TR,DAILY ENERGY BEA,,25460E,25460E55,25460E554
25460E 90 4  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E904
25460E 95 4  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E954
25460E 59 6,DIREXION SHS ETF TR,DEVPORTFLIOPLS,DELETED,25460E,25460E59,25460E596
25460E 61 2,DIREXION SHS ETF TR,EMGPORTFLIOPLS,DELETED,25460E,25460E61,25460E612
25460E 63 8,DIREXION SHS ETF TR,S&PMDPORTFIOPLS,DELETED,25460E,25460E63,25460E638
25460E 64 6,DIREXION SHS ETF TR,DAILY PHARMA,,25460E,25460E64,25460E646
25460E 66 1 *,DIREXION SHS ETF TR,DLY AEROSPC 3X,,25460E,25460E66,25460E661
25460E 90 1  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E901
25460E 95 1  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E951
25460E 67 9,DIREXION SHS ETF TR,DAILY TRANS 3X,,25460E,25460E67,25460E679
25460E 71 1 *,DIREXION SHS ETF TR,DLY UTLTIES 3X,,25460E,25460E71,25460E711
25460E 90 1  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E901
25460E 95 1  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E951
25460E 73 7,DIREXION SHS ETF TR,DLY INDL BU 3X,,25460E,25460E73,25460E737
25460E 86 9 *,DIREXION SHS ETF TR,DLY S&P500 BR 1X,,25460E,25460E86,25460E869
25460E 90 9  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E909
25460E 95 9  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E959
25460E 88 5 *,DIREXION SHS ETF TR,DLY S&P500 BR 3X,,25460E,25460E88,25460E885
25460E 90 5  ,DIREXION SHS ETF TR,CALL,,25460E,25460E90,25460E905
25460E 95 5  ,DIREXION SHS ETF TR,PUT,,25460E,25460E95,25460E955
25460G 20 3,DIREXION SHS ETF TR,FLIGHT TO SAFT,,25460G,25460G20,25460G203
25460G 30 2,DIREXION SHS ETF TR,MSCI USA ESG,,25460G,25460G30,25460G302
25460G 40 1,DIREXION SHS ETF TR,S&P 500 HI MIN,,25460G,25460G40,25460G401
25460G 50 0 *,DIREXION SHS ETF TR,OIL GAS BL 2X SH,,25460G,25460G50,25460G500
25460G 90 0  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G900
25460G 95 0  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G950
25460G 60 9 *,DIREXION SHS ETF TR,DLY ENRGY BULL2X,,25460G,25460G60,25460G609
25460G 90 9  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G909
25460G 95 9  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G959
25460G 65 8 *,DIREXION SHS ETF TR,GASOILS&PDLY,ADDED,25460G,25460G65,25460G658
25460G 90 8  ,DIREXION SHS ETF TR,CALL,ADDED,25460G,25460G90,25460G908
25460G 95 8  ,DIREXION SHS ETF TR,PUT,ADDED,25460G,25460G95,25460G958
25460G 66 6,DIREXION SHS ETF TR,BEARDJDAILY,ADDED,25460G,25460G66,25460G666
25460G 67 4,DIREXION SHS ETF TR,DISCNSMRDLY,ADDED,25460G,25460G67,25460G674
25460G 68 2,DIREXION SHS ETF TR,3XBEARDAILY,ADDED,25460G,25460G68,25460G682
25460G 69 0 *,DIREXION SHS ETF TR,BRSEMICNDTRDLY,ADDED,25460G,25460G69,25460G690
25460G 90 0  ,DIREXION SHS ETF TR,CALL,ADDED,25460G,25460G90,25460G900
25460G 95 0  ,DIREXION SHS ETF TR,PUT,ADDED,25460G,25460G95,25460G950
25460G 70 8 *,DIREXION SHS ETF TR,BRZ BL 2X SHS,,25460G,25460G70,25460G708
25460G 90 8  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G908
25460G 95 8  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G958
25460G 71 6 *,DIREXION SHS ETF TR,BIOTECS&PDAILY,ADDED,25460G,25460G71,25460G716
25460G 90 6  ,DIREXION SHS ETF TR,CALL,ADDED,25460G,25460G90,25460G906
25460G 95 6  ,DIREXION SHS ETF TR,PUT,ADDED,25460G,25460G95,25460G956
25460G 72 4,DIREXION SHS ETF TR,CONSUMCONNECTED,ADDED,25460G,25460G72,25460G724
25460G 74 0,DIREXION SHS ETF TR,DYNAMIC HEDGE,,25460G,25460G74,25460G740
25460G 75 7,DIREXION SHS ETF TR,FALLEN KNIVES,,25460G,25460G75,25460G757
25460G 76 5,DIREXION SHS ETF TR,HIGH GROWTH,,25460G,25460G76,25460G765
25460G 77 3 *,DIREXION SHS ETF TR,WORK FROM HOME,,25460G,25460G77,25460G773
25460G 90 3  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G903
25460G 95 3  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G953
25460G 78 1 *,DIREXION SHS ETF TR,DLY GOLD INDX 2X,,25460G,25460G78,25460G781
25460G 90 1  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G901
25460G 95 1  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G951
25460G 79 9,DIREXION SHS ETF TR,ZACKS MLP HG INC,,25460G,25460G79,25460G799
25460G 80 7 *,DIREXION SHS ETF TR,DLY JR GOLD 2X,,25460G,25460G80,25460G807
25460G 90 7  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G907
25460G 95 7  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G957
25460G 81 5 *,DIREXION SHS ETF TR,RETAIL BULL 3X,,25460G,25460G81,25460G815
25460G 90 5  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G905
25460G 95 5  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G955
25460G 82 3,DIREXION SHS ETF TR,DLY ROB AI 3X,,25460G,25460G82,25460G823
25460G 83 1 *,DIREXION SHS ETF TR,DAILY JR GLD MIN,,25460G,25460G83,25460G831
25460G 90 1  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G901
25460G 95 1  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G951
25460G 84 9 *,DIREXION SHS ETF TR,20YR TRES BEAR,,25460G,25460G84,25460G849
25460G 90 9  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G909
25460G 95 9  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G959
25460G 85 6,DIREXION SHS ETF TR,DAILY S&P BULL,,25460G,25460G85,25460G856
25460G 86 4,DIREXION SHS ETF TR,DAILY RGNAL BULL,,25460G,25460G86,25460G864
25460G 87 2 *,DIREXION SHS ETF TR,DAILY TECHNOLOGY,,25460G,25460G87,25460G872
25460G 90 2  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G902
25460G 95 2  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G952
25460G 88 0 *,DIREXION SHS ETF TR,DAILY GOLD MINER,,25460G,25460G88,25460G880
25460G 90 0  ,DIREXION SHS ETF TR,CALL,,25460G,25460G90,25460G900
25460G 95 0  ,DIREXION SHS ETF TR,PUT,,25460G,25460G95,25460G950
254687 10 6 *,DISNEY WALT CO,COM DISNEY,,254687,25468710,254687106
254687 90 6  ,DISNEY WALT CO,CALL,,254687,25468790,254687906
254687 95 6  ,DISNEY WALT CO,PUT,,254687,25468795,254687956
25470F 10 4 *,DISCOVERY INC,COM SER A,,25470F,25470F10,25470F104
25470F 90 4  ,DISCOVERY INC,CALL,,25470F,25470F90,25470F904
25470F 95 4  ,DISCOVERY INC,PUT,,25470F,25470F95,25470F954
25470F 20 3,DISCOVERY INC,COM SER B,,25470F,25470F20,25470F203
25470F 30 2 *,DISCOVERY INC,COM SER C,,25470F,25470F30,25470F302
25470F 90 2  ,DISCOVERY INC,CALL,,25470F,25470F90,25470F902
25470F 95 2  ,DISCOVERY INC,PUT,,25470F,25470F95,25470F952
25470M AB 5,DISH NETWORK CORPORATION,NOTE  3.375% 8/1,,25470M,25470MAB,25470MAB5
25470M AD 1,DISH NETWORK CORPORATION,NOTE  2.375% 3/1,,25470M,25470MAD,25470MAD1
25470M 10 9 *,DISH NETWORK CORPORATION,CL A,,25470M,25470M10,25470M109
25470M 90 9  ,DISH NETWORK CORPORATION,CALL,,25470M,25470M90,25470M909
25470M 95 9  ,DISH NETWORK CORPORATION,PUT,,25470M,25470M95,25470M959
254709 10 8 *,DISCOVER FINL SVCS,COM,,254709,25470910,254709108
254709 90 8  ,DISCOVER FINL SVCS,CALL,,254709,25470990,254709908
254709 95 8  ,DISCOVER FINL SVCS,PUT,,254709,25470995,254709958
25490H 10 6 *,DIRTT ENVIRONMENTAL SOLUTION,COM,,25490H,25490H10,25490H106
25490H 90 6  ,DIRTT ENVIRONMENTAL SOLUTION,CALL,,25490H,25490H90,25490H906
25490H 95 6  ,DIRTT ENVIRONMENTAL SOLUTION,PUT,,25490H,25490H95,25490H956
25490K 10 9,DIREXION SHS ETF TR,S&P500PRTFIOPLS,DELETED,25490K,25490K10,25490K109
25490K 20 8,DIREXION SHS ETF TR,S&PSMPORTFIOPLS,DELETED,25490K,25490K20,25490K208
25490K 27 3 *,DIREXION SHS ETF TR,DLY RUSSIA BL 2X,,25490K,25490K27,25490K273
25490K 90 3  ,DIREXION SHS ETF TR,CALL,,25490K,25490K90,25490K903
25490K 95 3  ,DIREXION SHS ETF TR,PUT,,25490K,25490K95,25490K953
25490K 28 1 *,DIREXION SHS ETF TR,DLY EMG MK BL 3X,,25490K,25490K28,25490K281
25490K 90 1  ,DIREXION SHS ETF TR,CALL,,25490K,25490K90,25490K901
25490K 95 1  ,DIREXION SHS ETF TR,PUT,,25490K,25490K95,25490K951
25490K 32 3 *,DIREXION SHS ETF TR,SP BIOTCH BL NEW,,25490K,25490K32,25490K323
25490K 90 3  ,DIREXION SHS ETF TR,CALL,,25490K,25490K90,25490K903
25490K 95 3  ,DIREXION SHS ETF TR,PUT,,25490K,25490K95,25490K953
25490K 33 1 *,DIREXION SHS ETF TR,DAILY IND BUL 3X,,25490K,25490K33,25490K331
25490K 90 1  ,DIREXION SHS ETF TR,CALL,,25490K,25490K90,25490K901
25490K 95 1  ,DIREXION SHS ETF TR,PUT,,25490K,25490K95,25490K951
25490K 59 6 *,DIREXION SHS ETF TR,DALY HOM B&S BUL,,25490K,25490K59,25490K596
25490K 90 6  ,DIREXION SHS ETF TR,CALL,,25490K,25490K90,25490K906
25490K 95 6  ,DIREXION SHS ETF TR,PUT,,25490K,25490K95,25490K956
25490K 86 9 *,DIREXION SHS ETF TR,CSI 300 BULL2X,,25490K,25490K86,25490K869
25490K 90 9  ,DIREXION SHS ETF TR,CALL,,25490K,25490K90,25490K909
25490K 95 9  ,DIREXION SHS ETF TR,PUT,,25490K,25490K95,25490K959
25525P 10 7 *,DIVERSIFIED HEALTHCARE TR,COM SH BEN INT,,25525P,25525P10,25525P107
25525P 90 7  ,DIVERSIFIED HEALTHCARE TR,CALL,,25525P,25525P90,25525P907
25525P 95 7  ,DIVERSIFIED HEALTHCARE TR,PUT,,25525P,25525P95,25525P957
25538A 20 4,DIVIDEND & INCOME FD INC,COM NEW,,25538A,25538A20,25538A204
255519 10 0 *,DIXIE GROUP INC,CL A,,255519,25551910,255519100
255519 90 0  ,DIXIE GROUP INC,CALL,,255519,25551990,255519900
255519 95 0  ,DIXIE GROUP INC,PUT,,255519,25551995,255519950
256135 20 3 *,DR REDDYS LABS LTD,ADR,,256135,25613520,256135203
256135 90 3  ,DR REDDYS LABS LTD,CALL,,256135,25613590,256135903
256135 95 3  ,DR REDDYS LABS LTD,PUT,,256135,25613595,256135953
25614T 30 9 *,DOCUMENT SEC SYS INC,COM NEW,,25614T,25614T30,25614T309
25614T 90 9  ,DOCUMENT SEC SYS INC,CALL,,25614T,25614T90,25614T909
25614T 95 9  ,DOCUMENT SEC SYS INC,PUT,,25614T,25614T95,25614T959
256163 AB 2,DOCUSIGN INC,NOTE  0.500% 9/1,,256163,256163AB,256163AB2
